Uid,Pid,Time
384,4192,2012-04-10 07:31:00
850,4318,2012-04-10 07:32:00
145,1392,2012-04-10 07:33:00
489,3131,2012-04-10 07:33:00
62,3600,2012-04-10 07:36:00
70,516,2012-04-10 07:36:00
202,13,2012-04-10 07:36:00
721,371,2012-04-10 07:36:00
955,2432,2012-04-10 07:38:00
850,2571,2012-04-10 07:38:00
308,3596,2012-04-10 07:39:00
579,2354,2012-04-10 07:40:00
308,384,2012-04-10 07:40:00
576,1570,2012-04-10 07:41:00
532,1147,2012-04-10 07:42:00
638,140,2012-04-10 07:42:00
532,2448,2012-04-10 07:43:00
532,3016,2012-04-10 07:43:00
532,3510,2012-04-10 07:43:00
356,2118,2012-04-10 07:44:00
202,3233,2012-04-10 07:45:00
662,2796,2012-04-10 07:45:00
753,3674,2012-04-10 07:46:00
712,4729,2012-04-10 07:47:00
717,733,2012-04-10 07:47:00
70,733,2012-04-10 07:48:00
191,4960,2012-04-10 07:49:00
1010,1305,2012-04-10 07:49:00
343,441,2012-04-10 07:50:00
189,3881,2012-04-10 07:50:00
72,5125,2012-04-10 07:50:00
893,2710,2012-04-10 08:16:00
32,2109,2012-04-10 08:56:00
701,1924,2012-04-10 08:56:00
446,4629,2012-04-10 08:57:00
497,908,2012-04-10 08:57:00
793,3100,2012-04-10 08:57:00
551,4812,2012-04-10 08:57:00
195,1343,2012-04-10 08:59:00
380,3893,2012-04-10 08:59:00
910,961,2012-04-10 08:59:00
248,5114,2012-04-10 08:59:00
1044,1490,2012-04-10 08:59:00
1067,1420,2012-04-10 08:59:00
248,1626,2012-04-10 08:59:00
893,2710,2012-04-10 09:16:00
440,2037,2012-04-10 09:39:00
168,4665,2012-04-10 09:39:00
492,2915,2012-04-10 09:40:00
1040,2404,2012-04-10 09:40:00
830,996,2012-04-10 09:41:00
840,1231,2012-04-10 09:42:00
503,4479,2012-04-10 09:42:00
1019,2212,2012-04-10 09:42:00
352,2600,2012-04-10 09:43:00
646,1741,2012-04-10 09:43:00
800,4717,2012-04-10 09:44:00
661,4993,2012-04-10 09:45:00
830,3875,2012-04-10 09:45:00
51,3,2012-04-10 09:46:00
294,4345,2012-04-10 09:47:00
830,816,2012-04-10 09:47:00
1033,3242,2012-04-10 09:47:00
255,2951,2012-04-10 09:48:00
176,2093,2012-04-10 09:49:00
21,3821,2012-04-10 09:50:00
893,2710,2012-04-10 10:15:00
893,4952,2012-04-10 10:36:00
835,3168,2012-04-10 10:55:00
629,931,2012-04-10 10:55:00
963,221,2012-04-10 11:00:00
901,4,2012-04-10 11:00:00
294,365,2012-04-10 11:04:00
649,3325,2012-04-10 11:05:00
210,804,2012-04-10 11:05:00
74,2281,2012-04-10 11:10:00
176,4361,2012-04-10 11:14:00
365,1728,2012-04-10 11:22:00
539,2537,2012-04-10 11:23:00
660,4533,2012-04-10 11:28:00
706,464,2012-04-10 11:30:00
196,4665,2012-04-10 11:30:00
474,3077,2012-04-10 11:31:00
771,2288,2012-04-10 11:32:00
771,999,2012-04-10 11:34:00
440,2037,2012-04-10 11:35:00
65,32,2012-04-10 11:38:00
620,4676,2012-04-10 11:38:00
768,3185,2012-04-10 11:38:00
768,964,2012-04-10 11:39:00
893,2713,2012-04-10 11:40:00
171,3673,2012-04-10 11:41:00
966,3258,2012-04-10 11:41:00
294,4715,2012-04-10 11:41:00
125,1988,2012-04-10 11:44:00
1014,1266,2012-04-10 11:44:00
741,3079,2012-04-10 11:47:00
163,956,2012-04-10 11:48:00
615,390,2012-04-10 11:48:00
893,1466,2012-04-10 12:04:00
771,4376,2012-04-10 12:06:00
516,4205,2012-04-10 12:06:00
771,1805,2012-04-10 12:07:00
350,4802,2012-04-10 12:09:00
997,3903,2012-04-10 12:11:00
637,4349,2012-04-10 12:11:00
637,4913,2012-04-10 12:12:00
406,4714,2012-04-10 12:13:00
1027,1060,2012-04-10 12:14:00
94,4019,2012-04-10 12:14:00
927,1231,2012-04-10 12:14:00
258,2328,2012-04-10 12:15:00
414,3089,2012-04-10 12:16:00
312,939,2012-04-10 12:16:00
130,3413,2012-04-10 12:17:00
258,3941,2012-04-10 12:17:00
258,541,2012-04-10 12:17:00
440,3602,2012-04-10 12:19:00
718,2236,2012-04-10 12:19:00
29,3387,2012-04-10 12:19:00
218,3207,2012-04-10 12:23:00
174,447,2012-04-10 12:23:00
756,5111,2012-04-10 12:24:00
513,2304,2012-04-10 12:27:00
1053,4974,2012-04-10 12:27:00
1037,3783,2012-04-10 12:29:00
27,3202,2012-04-10 12:29:00
382,3157,2012-04-10 12:34:00
42,724,2012-04-10 12:35:00
628,4365,2012-04-10 12:38:00
467,883,2012-04-10 12:39:00
715,2341,2012-04-10 12:39:00
516,4617,2012-04-10 12:40:00
405,3426,2012-04-10 12:44:00
652,154,2012-04-10 12:44:00
555,1129,2012-04-10 12:45:00
871,3834,2012-04-10 12:48:00
264,1357,2012-04-10 12:50:00
252,4744,2012-04-10 12:50:00
794,1308,2012-04-10 12:50:00
682,2278,2012-04-10 12:50:00
622,3500,2012-04-10 12:50:00
459,1400,2012-04-10 12:52:00
9,1824,2012-04-10 12:53:00
42,4592,2012-04-10 12:54:00
531,3265,2012-04-10 12:55:00
551,4985,2012-04-10 12:56:00
188,4083,2012-04-10 12:56:00
188,1541,2012-04-10 12:56:00
188,3917,2012-04-10 12:57:00
807,3212,2012-04-10 12:57:00
389,2599,2012-04-10 12:57:00
715,4831,2012-04-10 12:58:00
413,3898,2012-04-10 12:59:00
441,4823,2012-04-10 13:00:00
255,3187,2012-04-10 13:03:00
349,1485,2012-04-10 13:04:00
215,25,2012-04-10 13:05:00
79,3188,2012-04-10 13:07:00
827,4389,2012-04-10 13:09:00
177,3568,2012-04-10 13:10:00
1067,1015,2012-04-10 13:11:00
906,2069,2012-04-10 13:13:00
794,1815,2012-04-10 13:14:00
258,4341,2012-04-10 13:14:00
258,2450,2012-04-10 13:15:00
228,889,2012-04-10 13:15:00
111,4969,2012-04-10 13:15:00
173,1392,2012-04-10 13:15:00
893,2713,2012-04-10 13:17:00
255,1313,2012-04-10 13:18:00
258,683,2012-04-10 13:20:00
176,810,2012-04-10 13:20:00
955,2231,2012-04-10 13:20:00
570,4898,2012-04-10 13:24:00
683,789,2012-04-10 13:24:00
693,1786,2012-04-10 13:25:00
646,133,2012-04-10 13:26:00
859,3432,2012-04-10 13:27:00
255,4689,2012-04-10 13:27:00
952,774,2012-04-10 13:27:00
1028,1196,2012-04-10 13:28:00
1053,2988,2012-04-10 13:29:00
1003,4227,2012-04-10 13:33:00
552,2519,2012-04-10 13:33:00
809,722,2012-04-10 13:36:00
1046,2379,2012-04-10 13:36:00
474,3345,2012-04-10 13:37:00
552,735,2012-04-10 13:37:00
809,2762,2012-04-10 13:39:00
943,5108,2012-04-10 13:39:00
74,4593,2012-04-10 13:39:00
165,5087,2012-04-10 13:42:00
165,1439,2012-04-10 13:42:00
166,4504,2012-04-10 13:44:00
1053,2405,2012-04-10 13:45:00
701,1688,2012-04-10 13:46:00
989,402,2012-04-10 13:46:00
514,42,2012-04-10 13:47:00
576,4309,2012-04-10 13:47:00
35,569,2012-04-10 13:47:00
576,3410,2012-04-10 13:47:00
264,2507,2012-04-10 13:47:00
893,4952,2012-04-10 13:48:00
1046,1202,2012-04-10 13:50:00
576,2469,2012-04-10 13:52:00
576,2248,2012-04-10 13:53:00
893,4952,2012-04-10 13:53:00
754,1459,2012-04-10 13:54:00
43,502,2012-04-10 13:54:00
446,1226,2012-04-10 13:54:00
403,946,2012-04-10 13:54:00
255,2980,2012-04-10 13:55:00
912,1927,2012-04-10 13:55:00
682,4455,2012-04-10 13:56:00
141,1399,2012-04-10 13:57:00
1080,649,2012-04-10 13:58:00
9,3419,2012-04-10 13:58:00
44,2009,2012-04-10 13:59:00
1080,588,2012-04-10 13:59:00
344,1854,2012-04-10 13:59:00
1080,4153,2012-04-10 14:00:00
809,5133,2012-04-10 14:01:00
1080,3699,2012-04-10 14:01:00
337,2870,2012-04-10 14:01:00
1080,4210,2012-04-10 14:02:00
617,3033,2012-04-10 14:03:00
890,940,2012-04-10 14:04:00
667,2612,2012-04-10 14:06:00
692,409,2012-04-10 14:07:00
1080,4794,2012-04-10 14:09:00
218,1583,2012-04-10 14:10:00
900,1856,2012-04-10 14:10:00
1048,3678,2012-04-10 14:12:00
294,3465,2012-04-10 14:14:00
789,1976,2012-04-10 14:14:00
196,1672,2012-04-10 14:15:00
576,3122,2012-04-10 14:15:00
109,3253,2012-04-10 14:17:00
411,3518,2012-04-10 14:17:00
1081,1813,2012-04-10 14:20:00
179,4870,2012-04-10 14:21:00
75,3670,2012-04-10 14:23:00
628,4979,2012-04-10 14:25:00
666,3426,2012-04-10 14:27:00
25,3336,2012-04-10 14:29:00
965,1339,2012-04-10 14:29:00
745,4743,2012-04-10 14:30:00
223,2948,2012-04-10 14:31:00
579,2354,2012-04-10 14:31:00
730,262,2012-04-10 14:32:00
730,1346,2012-04-10 14:32:00
713,1911,2012-04-10 14:36:00
701,4797,2012-04-10 14:36:00
682,4926,2012-04-10 14:36:00
492,2750,2012-04-10 14:37:00
492,3203,2012-04-10 14:37:00
893,2055,2012-04-10 15:49:00
884,3011,2012-04-10 17:01:00
344,3239,2012-04-10 17:01:00
756,5111,2012-04-10 17:01:00
365,2495,2012-04-10 17:01:00
552,215,2012-04-10 17:02:00
965,1196,2012-04-10 17:02:00
176,1789,2012-04-10 17:03:00
989,402,2012-04-10 17:03:00
965,1231,2012-04-10 17:03:00
1043,1441,2012-04-10 17:03:00
628,4248,2012-04-10 17:04:00
311,3381,2012-04-10 17:05:00
25,3336,2012-04-10 17:06:00
162,705,2012-04-10 17:07:00
15,3413,2012-04-10 17:08:00
212,1410,2012-04-10 17:08:00
868,1161,2012-04-10 17:09:00
387,3649,2012-04-10 17:10:00
395,881,2012-04-10 17:11:00
338,1919,2012-04-10 17:11:00
395,790,2012-04-10 17:11:00
168,905,2012-04-10 17:13:00
111,763,2012-04-10 17:14:00
174,4934,2012-04-10 17:18:00
174,5106,2012-04-10 17:18:00
281,3273,2012-04-10 17:19:00
395,881,2012-04-10 17:19:00
395,178,2012-04-10 17:20:00
611,2000,2012-04-10 17:20:00
294,1161,2012-04-10 17:22:00
441,4640,2012-04-10 17:22:00
57,4705,2012-04-10 17:22:00
111,2061,2012-04-10 17:23:00
25,2511,2012-04-10 17:24:00
1051,4824,2012-04-10 17:26:00
683,2591,2012-04-10 17:26:00
72,4956,2012-04-10 17:26:00
683,2315,2012-04-10 17:27:00
294,2502,2012-04-10 17:29:00
165,1008,2012-04-10 17:30:00
516,4617,2012-04-10 17:32:00
164,3342,2012-04-10 17:34:00
796,1832,2012-04-10 17:35:00
26,855,2012-04-10 17:36:00
930,1743,2012-04-10 17:37:00
914,3503,2012-04-10 17:37:00
436,759,2012-04-10 17:38:00
692,2685,2012-04-10 17:39:00
291,465,2012-04-10 17:39:00
796,1152,2012-04-10 17:40:00
909,670,2012-04-10 17:40:00
1019,2212,2012-04-10 17:41:00
208,3188,2012-04-10 17:42:00
844,4634,2012-04-10 17:43:00
730,109,2012-04-10 17:43:00
657,3864,2012-04-10 17:44:00
93,4794,2012-04-10 17:45:00
929,3964,2012-04-10 17:45:00
959,4164,2012-04-10 17:46:00
470,2178,2012-04-10 17:48:00
813,3943,2012-04-10 17:49:00
165,4226,2012-04-10 17:50:00
165,4639,2012-04-10 17:50:00
467,3997,2012-04-10 17:51:00
467,3997,2012-04-10 17:51:00
534,3390,2012-04-10 17:52:00
162,37,2012-04-10 17:53:00
962,5112,2012-04-10 17:53:00
1030,926,2012-04-10 17:54:00
162,571,2012-04-10 17:55:00
742,1087,2012-04-10 17:55:00
72,641,2012-04-10 17:56:00
74,4077,2012-04-10 17:57:00
794,3053,2012-04-10 17:57:00
343,4083,2012-04-10 17:58:00
49,2613,2012-04-10 18:00:00
768,3185,2012-04-10 18:00:00
830,2074,2012-04-10 18:01:00
153,3787,2012-04-10 18:03:00
470,4456,2012-04-10 18:03:00
137,3685,2012-04-10 18:04:00
804,1766,2012-04-10 18:05:00
892,2545,2012-04-10 18:05:00
796,2764,2012-04-10 18:05:00
551,2638,2012-04-10 18:05:00
332,3602,2012-04-10 18:07:00
596,2228,2012-04-10 18:09:00
25,4065,2012-04-10 18:09:00
1067,1420,2012-04-10 18:19:00
787,730,2012-04-10 18:20:00
830,550,2012-04-10 18:20:00
985,2034,2012-04-10 18:22:00
146,2298,2012-04-10 18:22:00
878,4251,2012-04-10 18:22:00
110,3048,2012-04-10 18:24:00
157,2613,2012-04-10 18:24:00
188,606,2012-04-10 18:24:00
715,1845,2012-04-10 18:24:00
771,2244,2012-04-10 18:25:00
111,3201,2012-04-10 18:26:00
54,1553,2012-04-10 18:28:00
890,3868,2012-04-10 18:28:00
901,1890,2012-04-10 18:29:00
967,2605,2012-04-10 18:30:00
1064,3420,2012-04-10 18:30:00
867,1319,2012-04-10 18:30:00
950,1531,2012-04-10 18:30:00
416,1380,2012-04-10 18:31:00
373,2613,2012-04-10 18:31:00
920,179,2012-04-10 18:31:00
255,4824,2012-04-10 18:31:00
320,3285,2012-04-10 18:31:00
319,986,2012-04-10 18:31:00
858,671,2012-04-10 18:31:00
168,428,2012-04-10 18:31:00
160,1521,2012-04-10 18:32:00
249,4090,2012-04-10 18:32:00
249,2643,2012-04-10 18:32:00
440,1345,2012-04-10 18:32:00
903,123,2012-04-10 18:32:00
267,1519,2012-04-10 18:33:00
451,4698,2012-04-10 18:34:00
494,111,2012-04-10 18:34:00
40,3188,2012-04-10 18:34:00
737,1669,2012-04-10 18:34:00
747,1599,2012-04-10 18:35:00
248,2504,2012-04-10 18:35:00
188,1002,2012-04-10 18:35:00
747,4199,2012-04-10 18:36:00
185,650,2012-04-10 18:37:00
291,19,2012-04-10 18:37:00
947,2181,2012-04-10 18:37:00
894,1047,2012-04-10 18:37:00
255,4289,2012-04-10 18:38:00
126,323,2012-04-10 18:38:00
326,3098,2012-04-10 18:38:00
326,3188,2012-04-10 18:38:00
625,2344,2012-04-10 18:38:00
255,4289,2012-04-10 18:38:00
1039,3685,2012-04-10 18:40:00
188,260,2012-04-10 18:40:00
829,2975,2012-04-10 18:40:00
312,3194,2012-04-10 18:40:00
38,57,2012-04-10 18:41:00
397,2210,2012-04-10 18:42:00
835,2217,2012-04-10 18:42:00
170,2736,2012-04-10 18:42:00
771,1419,2012-04-10 18:43:00
758,1161,2012-04-10 18:44:00
494,4288,2012-04-10 18:44:00
910,961,2012-04-10 18:44:00
25,4229,2012-04-10 18:45:00
157,3109,2012-04-10 18:45:00
157,4911,2012-04-10 18:45:00
3,4466,2012-04-10 18:45:00
225,304,2012-04-10 18:45:00
173,4794,2012-04-10 18:45:00
689,113,2012-04-10 18:45:00
1021,4154,2012-04-10 18:46:00
25,4065,2012-04-10 18:46:00
3,4466,2012-04-10 18:46:00
25,925,2012-04-10 18:46:00
218,1583,2012-04-10 18:48:00
252,1565,2012-04-10 18:49:00
540,3745,2012-04-10 18:49:00
931,2972,2012-04-10 18:49:00
940,1355,2012-04-10 18:51:00
192,524,2012-04-10 18:51:00
1036,1539,2012-04-10 18:51:00
219,3102,2012-04-10 18:52:00
246,3054,2012-04-10 18:53:00
460,4577,2012-04-10 18:53:00
600,2976,2012-04-10 18:53:00
203,1161,2012-04-10 18:53:00
993,4205,2012-04-10 18:53:00
674,2746,2012-04-10 18:54:00
65,32,2012-04-10 18:54:00
673,3717,2012-04-10 18:54:00
387,4348,2012-04-10 18:56:00
658,2583,2012-04-10 18:56:00
29,773,2012-04-10 18:56:00
363,2183,2012-04-10 18:57:00
248,823,2012-04-10 18:57:00
248,687,2012-04-10 18:57:00
176,3485,2012-04-10 18:58:00
965,2446,2012-04-10 18:58:00
544,1028,2012-04-10 19:00:00
483,46,2012-04-10 19:01:00
100,4302,2012-04-10 19:02:00
683,2315,2012-04-10 19:03:00
510,3156,2012-04-10 19:04:00
918,4161,2012-04-10 19:04:00
372,2870,2012-04-10 19:05:00
437,4752,2012-04-10 19:06:00
800,3938,2012-04-10 19:06:00
503,4479,2012-04-10 19:07:00
287,4365,2012-04-10 19:08:00
1083,1755,2012-04-10 19:08:00
174,4031,2012-04-10 19:08:00
375,4582,2012-04-10 19:09:00
356,14,2012-04-10 19:09:00
40,2026,2012-04-10 19:10:00
950,4794,2012-04-10 19:10:00
251,2296,2012-04-10 19:11:00
890,4286,2012-04-10 19:11:00
3,5080,2012-04-10 19:11:00
716,3198,2012-04-10 19:11:00
709,4279,2012-04-10 19:12:00
229,1859,2012-04-10 19:12:00
523,4494,2012-04-10 19:12:00
552,3592,2012-04-10 19:14:00
196,864,2012-04-10 19:15:00
211,376,2012-04-10 19:15:00
184,394,2012-04-10 19:15:00
940,2659,2012-04-10 19:15:00
474,2909,2012-04-10 19:16:00
963,3001,2012-04-10 19:17:00
252,4044,2012-04-10 19:18:00
51,1554,2012-04-10 19:18:00
526,2228,2012-04-10 19:19:00
408,3481,2012-04-10 19:19:00
931,21,2012-04-10 19:20:00
55,2023,2012-04-10 19:21:00
625,2546,2012-04-10 19:22:00
956,4470,2012-04-10 19:23:00
890,5133,2012-04-10 19:23:00
492,2655,2012-04-10 19:23:00
950,3126,2012-04-10 19:24:00
989,3958,2012-04-10 19:24:00
779,584,2012-04-10 19:26:00
461,4538,2012-04-10 19:26:00
733,1930,2012-04-10 19:26:00
685,1781,2012-04-10 19:26:00
534,4556,2012-04-10 19:27:00
1010,703,2012-04-10 19:27:00
673,2959,2012-04-10 19:27:00
82,4408,2012-04-10 19:28:00
134,670,2012-04-10 19:28:00
686,1745,2012-04-10 19:29:00
513,3620,2012-04-10 19:29:00
440,2037,2012-04-10 19:30:00
696,3372,2012-04-10 19:31:00
522,4261,2012-04-10 19:32:00
51,695,2012-04-10 19:32:00
929,2236,2012-04-10 19:32:00
696,2389,2012-04-10 19:33:00
1063,3900,2012-04-10 19:33:00
696,4609,2012-04-10 19:33:00
1059,4794,2012-04-10 19:36:00
997,2028,2012-04-10 19:38:00
313,2151,2012-04-10 19:38:00
1048,3678,2012-04-10 19:39:00
890,1477,2012-04-10 19:41:00
1066,1385,2012-04-10 19:41:00
997,4301,2012-04-10 19:43:00
365,1752,2012-04-10 19:45:00
365,3987,2012-04-10 19:46:00
514,2741,2012-04-10 19:48:00
301,2785,2012-04-10 19:48:00
625,4261,2012-04-10 19:49:00
580,2017,2012-04-10 19:49:00
717,3473,2012-04-10 19:49:00
967,3952,2012-04-10 19:49:00
660,4067,2012-04-10 19:50:00
508,3322,2012-04-10 19:50:00
258,1690,2012-04-10 19:51:00
22,2000,2012-04-10 19:52:00
215,4886,2012-04-10 19:52:00
115,1455,2012-04-10 19:52:00
397,3060,2012-04-10 19:53:00
943,4529,2012-04-10 19:56:00
837,4522,2012-04-10 19:57:00
838,886,2012-04-10 19:57:00
143,3196,2012-04-10 19:57:00
705,1041,2012-04-10 19:58:00
820,3426,2012-04-10 19:58:00
716,500,2012-04-10 19:58:00
143,3069,2012-04-10 19:58:00
157,36,2012-04-10 19:58:00
43,1136,2012-04-10 19:58:00
223,4418,2012-04-10 19:59:00
733,1024,2012-04-10 19:59:00
157,4911,2012-04-10 19:59:00
700,4767,2012-04-10 20:00:00
101,2771,2012-04-10 20:00:00
918,4718,2012-04-10 20:01:00
1051,2830,2012-04-10 20:01:00
380,3141,2012-04-10 20:01:00
866,4242,2012-04-10 20:02:00
989,3444,2012-04-10 20:03:00
467,655,2012-04-10 20:05:00
174,5055,2012-04-10 20:07:00
176,1500,2012-04-10 20:07:00
620,2335,2012-04-10 20:07:00
67,4354,2012-04-10 20:07:00
336,2409,2012-04-10 20:07:00
579,1594,2012-04-10 20:08:00
746,1163,2012-04-10 20:09:00
516,3988,2012-04-10 20:09:00
71,3762,2012-04-10 20:11:00
1019,1161,2012-04-10 20:11:00
993,646,2012-04-10 20:11:00
317,4081,2012-04-10 20:12:00
258,3160,2012-04-10 20:12:00
965,1566,2012-04-10 20:13:00
555,1129,2012-04-10 20:13:00
782,1010,2012-04-10 20:13:00
765,549,2012-04-10 20:15:00
693,4457,2012-04-10 20:16:00
759,739,2012-04-10 20:16:00
111,2092,2012-04-10 20:16:00
786,2793,2012-04-10 20:17:00
830,949,2012-04-10 20:18:00
914,738,2012-04-10 20:18:00
492,3930,2012-04-10 20:23:00
407,1749,2012-04-10 20:26:00
746,76,2012-04-10 20:27:00
683,789,2012-04-10 20:27:00
532,4530,2012-04-10 20:27:00
1080,4930,2012-04-10 20:29:00
397,1590,2012-04-10 20:29:00
856,2554,2012-04-10 20:30:00
953,63,2012-04-10 20:31:00
216,1797,2012-04-10 20:31:00
733,1024,2012-04-10 20:31:00
256,1248,2012-04-10 20:31:00
320,2149,2012-04-10 20:32:00
281,4758,2012-04-10 20:33:00
157,4314,2012-04-10 20:33:00
1080,4210,2012-04-10 20:33:00
320,1582,2012-04-10 20:33:00
157,68,2012-04-10 20:33:00
1080,2669,2012-04-10 20:34:00
1080,1458,2012-04-10 20:34:00
390,4771,2012-04-10 20:35:00
1025,3066,2012-04-10 20:35:00
637,4369,2012-04-10 20:39:00
772,4218,2012-04-10 20:40:00
830,1161,2012-04-10 20:40:00
776,552,2012-04-10 20:40:00
746,714,2012-04-10 20:40:00
178,2157,2012-04-10 20:40:00
620,3607,2012-04-10 20:40:00
282,3343,2012-04-10 20:42:00
165,4226,2012-04-10 20:43:00
393,1039,2012-04-10 20:43:00
165,4049,2012-04-10 20:43:00
88,2693,2012-04-10 20:48:00
783,3879,2012-04-10 20:48:00
966,606,2012-04-10 20:48:00
153,2452,2012-04-10 20:49:00
336,4156,2012-04-10 20:49:00
519,3257,2012-04-10 20:49:00
261,510,2012-04-10 20:50:00
723,2010,2012-04-10 20:52:00
746,2790,2012-04-10 20:52:00
584,264,2012-04-10 20:54:00
184,1699,2012-04-10 20:55:00
492,4075,2012-04-10 20:55:00
685,740,2012-04-10 20:58:00
72,234,2012-04-10 20:58:00
974,4005,2012-04-10 20:58:00
1018,4529,2012-04-10 20:59:00
349,2236,2012-04-10 20:59:00
827,1115,2012-04-10 21:01:00
524,2920,2012-04-10 21:04:00
72,17,2012-04-10 21:05:00
524,2729,2012-04-10 21:05:00
332,4205,2012-04-10 21:05:00
492,514,2012-04-10 21:06:00
434,4321,2012-04-10 21:06:00
1007,5052,2012-04-10 21:07:00
157,4935,2012-04-10 21:07:00
85,3437,2012-04-10 21:09:00
398,4499,2012-04-10 21:10:00
945,1295,2012-04-10 21:10:00
492,164,2012-04-10 21:11:00
830,4352,2012-04-10 21:12:00
788,4742,2012-04-10 21:13:00
659,2360,2012-04-10 21:14:00
771,4890,2012-04-10 21:15:00
830,996,2012-04-10 21:16:00
830,2042,2012-04-10 21:17:00
723,3731,2012-04-10 21:19:00
290,1548,2012-04-10 21:23:00
771,3949,2012-04-10 21:23:00
824,2907,2012-04-10 21:23:00
615,3082,2012-04-10 21:24:00
38,1072,2012-04-10 21:25:00
771,870,2012-04-10 21:26:00
54,1480,2012-04-10 21:26:00
744,3338,2012-04-10 21:29:00
744,3409,2012-04-10 21:29:00
744,2706,2012-04-10 21:29:00
629,1484,2012-04-10 21:30:00
955,1366,2012-04-10 21:30:00
956,4794,2012-04-10 21:31:00
559,1124,2012-04-10 21:31:00
249,999,2012-04-10 21:32:00
889,2273,2012-04-10 21:33:00
583,1317,2012-04-10 21:34:00
559,3751,2012-04-10 21:36:00
497,1158,2012-04-10 21:37:00
965,2725,2012-04-10 21:37:00
546,1503,2012-04-10 21:37:00
395,1822,2012-04-10 21:39:00
186,2581,2012-04-10 21:39:00
1043,1575,2012-04-10 21:39:00
530,4423,2012-04-10 21:40:00
791,3014,2012-04-10 21:41:00
956,4794,2012-04-10 21:42:00
956,4044,2012-04-10 21:43:00
579,3547,2012-04-10 21:43:00
491,645,2012-04-10 21:44:00
499,2667,2012-04-10 21:45:00
350,1424,2012-04-10 21:46:00
830,128,2012-04-10 21:46:00
625,3377,2012-04-10 21:47:00
532,2251,2012-04-10 21:47:00
716,3923,2012-04-10 21:47:00
716,4510,2012-04-10 21:48:00
287,2381,2012-04-10 21:49:00
890,4286,2012-04-10 21:53:00
109,3184,2012-04-10 21:54:00
927,997,2012-04-10 21:54:00
261,3979,2012-04-10 21:58:00
781,1806,2012-04-10 21:58:00
95,39,2012-04-10 21:59:00
162,4083,2012-04-10 22:00:00
152,2236,2012-04-10 22:01:00
166,1611,2012-04-10 22:02:00
165,4421,2012-04-10 22:03:00
100,4794,2012-04-10 22:04:00
204,4927,2012-04-10 22:04:00
967,230,2012-04-10 22:05:00
685,1138,2012-04-10 22:06:00
432,4757,2012-04-10 22:07:00
143,109,2012-04-10 22:08:00
509,3569,2012-04-10 22:09:00
966,2299,2012-04-10 22:10:00
717,4845,2012-04-10 22:15:00
102,3278,2012-04-10 22:16:00
26,3134,2012-04-10 22:20:00
912,3361,2012-04-10 22:21:00
823,471,2012-04-10 22:21:00
552,4311,2012-04-10 22:21:00
313,3514,2012-04-10 22:21:00
1063,3900,2012-04-10 22:21:00
1063,3449,2012-04-10 22:21:00
746,251,2012-04-10 22:23:00
141,1244,2012-04-10 22:26:00
966,170,2012-04-10 22:27:00
914,1209,2012-04-10 22:28:00
966,673,2012-04-10 22:32:00
73,1526,2012-04-10 22:32:00
346,3807,2012-04-10 22:33:00
67,2590,2012-04-10 22:34:00
492,1221,2012-04-10 22:35:00
838,302,2012-04-10 22:35:00
176,2401,2012-04-10 22:39:00
525,1477,2012-04-10 22:40:00
975,1829,2012-04-10 22:42:00
856,4156,2012-04-10 22:43:00
901,4,2012-04-10 22:44:00
682,2167,2012-04-10 22:44:00
771,4090,2012-04-10 22:45:00
718,745,2012-04-10 22:46:00
771,4090,2012-04-10 22:46:00
771,1477,2012-04-10 22:47:00
659,729,2012-04-10 22:47:00
345,3655,2012-04-10 22:49:00
685,4302,2012-04-10 22:49:00
1003,3296,2012-04-10 22:50:00
927,3433,2012-04-10 22:52:00
162,3660,2012-04-10 22:52:00
162,3660,2012-04-10 22:52:00
1003,3906,2012-04-10 22:53:00
936,4188,2012-04-10 22:56:00
862,4740,2012-04-10 22:57:00
142,1719,2012-04-10 22:58:00
532,3310,2012-04-10 23:01:00
532,4148,2012-04-10 23:01:00
532,4549,2012-04-10 23:02:00
532,4572,2012-04-10 23:02:00
532,1147,2012-04-10 23:02:00
963,2697,2012-04-10 23:04:00
967,4847,2012-04-10 23:04:00
484,472,2012-04-10 23:05:00
333,991,2012-04-10 23:06:00
451,350,2012-04-10 23:06:00
249,278,2012-04-10 23:06:00
333,2638,2012-04-10 23:06:00
737,2832,2012-04-10 23:07:00
373,2729,2012-04-10 23:07:00
333,4758,2012-04-10 23:09:00
341,4694,2012-04-10 23:11:00
641,1964,2012-04-10 23:14:00
281,2941,2012-04-10 23:15:00
688,2395,2012-04-10 23:15:00
694,3029,2012-04-10 23:21:00
376,769,2012-04-10 23:21:00
712,4590,2012-04-10 23:23:00
386,3660,2012-04-10 23:25:00
71,3286,2012-04-10 23:35:00
176,4611,2012-04-10 23:35:00
67,3742,2012-04-10 23:37:00
230,5073,2012-04-10 23:37:00
813,1185,2012-04-10 23:38:00
576,374,2012-04-10 23:39:00
657,4094,2012-04-10 23:39:00
576,1570,2012-04-10 23:40:00
637,303,2012-04-10 23:40:00
637,1418,2012-04-10 23:43:00
788,269,2012-04-10 23:43:00
788,353,2012-04-10 23:44:00
281,3273,2012-04-10 23:48:00
184,4641,2012-04-10 23:48:00
546,4967,2012-04-10 23:51:00
546,2509,2012-04-10 23:51:00
174,5106,2012-04-10 23:53:00
406,3565,2012-04-10 23:53:00
576,3410,2012-04-10 23:54:00
407,3625,2012-04-11 00:00:00
546,252,2012-04-11 00:00:00
